Nr.;Jahr;Gemeindeteilschlüssel;Gemeindeteilebene;Gemeindeteilname;Alter;Bevölkerung am Ort der Hauptwohnung
8062;2014;0120;Stadtteil;Käfertal;57;330
8065;2014;0120;Stadtteil;Käfertal;60;246
8072;2014;0120;Stadtteil;Käfertal;67;239
8077;2014;0120;Stadtteil;Käfertal;72;219
8080;2014;0120;Stadtteil;Käfertal;75;230
8081;2014;0120;Stadtteil;Käfertal;76;230
8084;2014;0120;Stadtteil;Käfertal;79;194
8090;2014;0120;Stadtteil;Käfertal;85-89;403
8098;2014;0130;Stadtteil;Vogelstang;6;120
8102;2014;0130;Stadtteil;Vogelstang;10;112
8107;2014;0130;Stadtteil;Vogelstang;15;124
8110;2014;0130;Stadtteil;Vogelstang;18;124
8112;2014;0130;Stadtteil;Vogelstang;20;112
8115;2014;0130;Stadtteil;Vogelstang;23;135
8116;2014;0130;Stadtteil;Vogelstang;24;99
8127;2014;0130;Stadtteil;Vogelstang;35;125
8129;2014;0130;Stadtteil;Vogelstang;37;150
8135;2014;0130;Stadtteil;Vogelstang;43;148
8139;2014;0130;Stadtteil;Vogelstang;47;188
8141;2014;0130;Stadtteil;Vogelstang;49;192
8142;2014;0130;Stadtteil;Vogelstang;50;220
8144;2014;0130;Stadtteil;Vogelstang;52;195
8148;2014;0130;Stadtteil;Vogelstang;56;177
8153;2014;0130;Stadtteil;Vogelstang;61;137
8158;2014;0130;Stadtteil;Vogelstang;66;139
8160;2014;0130;Stadtteil;Vogelstang;68;150
8164;2014;0130;Stadtteil;Vogelstang;72;170
8166;2014;0130;Stadtteil;Vogelstang;74;238
8172;2014;0130;Stadtteil;Vogelstang;80;153
8175;2014;0130;Stadtteil;Vogelstang;83;113
8176;2014;0130;Stadtteil;Vogelstang;84;107
8179;2014;0140;Stadtteil;Wallstadt;0;65
8183;2014;0140;Stadtteil;Wallstadt;4;75
8190;2014;0140;Stadtteil;Wallstadt;11;76
8191;2014;0140;Stadtteil;Wallstadt;12;67
8192;2014;0140;Stadtteil;Wallstadt;13;87
8193;2014;0140;Stadtteil;Wallstadt;14;64
8195;2014;0140;Stadtteil;Wallstadt;16;74
8196;2014;0140;Stadtteil;Wallstadt;17;87
8198;2014;0140;Stadtteil;Wallstadt;19;70
8199;2014;0140;Stadtteil;Wallstadt;20;68
8202;2014;0140;Stadtteil;Wallstadt;23;68
8206;2014;0140;Stadtteil;Wallstadt;27;79
8210;2014;0140;Stadtteil;Wallstadt;31;89
8212;2014;0140;Stadtteil;Wallstadt;33;101
8213;2014;0140;Stadtteil;Wallstadt;34;93
8217;2014;0140;Stadtteil;Wallstadt;38;85
8220;2014;0140;Stadtteil;Wallstadt;41;87
8221;2014;0140;Stadtteil;Wallstadt;42;110
8223;2014;0140;Stadtteil;Wallstadt;44;111
8232;2014;0140;Stadtteil;Wallstadt;53;140
8234;2014;0140;Stadtteil;Wallstadt;55;96
8235;2014;0140;Stadtteil;Wallstadt;56;118
8236;2014;0140;Stadtteil;Wallstadt;57;130
8242;2014;0140;Stadtteil;Wallstadt;63;110
8244;2014;0140;Stadtteil;Wallstadt;65;87
8247;2014;0140;Stadtteil;Wallstadt;68;98
8248;2014;0140;Stadtteil;Wallstadt;69;84
8249;2014;0140;Stadtteil;Wallstadt;70;91
8250;2014;0140;Stadtteil;Wallstadt;71;97
8251;2014;0140;Stadtteil;Wallstadt;72;65
8252;2014;0140;Stadtteil;Wallstadt;73;105
8257;2014;0140;Stadtteil;Wallstadt;78;97
8262;2014;0140;Stadtteil;Wallstadt;83;35
8279;2014;0150;Stadtteil;Feudenheim;13;126
8280;2014;0150;Stadtteil;Feudenheim;14;135
8285;2014;0150;Stadtteil;Feudenheim;19;114
8287;2014;0150;Stadtteil;Feudenheim;21;101
8289;2014;0150;Stadtteil;Feudenheim;23;135
8291;2014;0150;Stadtteil;Feudenheim;25;131
8294;2014;0150;Stadtteil;Feudenheim;28;138
8308;2014;0150;Stadtteil;Feudenheim;42;181
8315;2014;0150;Stadtteil;Feudenheim;49;236
8317;2014;0150;Stadtteil;Feudenheim;51;236
8318;2014;0150;Stadtteil;Feudenheim;52;223
8443;2014;0162;Stadtteil;Niederfeld;3;48
8446;2014;0162;Stadtteil;Niederfeld;6;35
8448;2014;0162;Stadtteil;Niederfeld;8;45
8450;2014;0162;Stadtteil;Niederfeld;10;41
8451;2014;0162;Stadtteil;Niederfeld;11;58
8453;2014;0162;Stadtteil;Niederfeld;13;49
8458;2014;0162;Stadtteil;Niederfeld;18;72
8459;2014;0162;Stadtteil;Niederfeld;19;98
8462;2014;0162;Stadtteil;Niederfeld;22;79
8465;2014;0162;Stadtteil;Niederfeld;25;83
8467;2014;0162;Stadtteil;Niederfeld;27;101
8470;2014;0162;Stadtteil;Niederfeld;30;102
8471;2014;0162;Stadtteil;Niederfeld;31;94
8474;2014;0162;Stadtteil;Niederfeld;34;94
8477;2014;0162;Stadtteil;Niederfeld;37;95
8478;2014;0162;Stadtteil;Niederfeld;38;81
8482;2014;0162;Stadtteil;Niederfeld;42;97
8486;2014;0162;Stadtteil;Niederfeld;46;120
8488;2014;0162;Stadtteil;Niederfeld;48;117
8490;2014;0162;Stadtteil;Niederfeld;50;107
8491;2014;0162;Stadtteil;Niederfeld;51;114
8492;2014;0162;Stadtteil;Niederfeld;52;128
8496;2014;0162;Stadtteil;Niederfeld;56;106
8500;2014;0162;Stadtteil;Niederfeld;60;94
8503;2014;0162;Stadtteil;Niederfeld;63;78
8504;2014;0162;Stadtteil;Niederfeld;64;87
8506;2014;0162;Stadtteil;Niederfeld;66;84
8507;2014;0162;Stadtteil;Niederfeld;67;87
8508;2014;0162;Stadtteil;Niederfeld;68;86
8514;2014;0162;Stadtteil;Niederfeld;74;99
8518;2014;0162;Stadtteil;Niederfeld;78;79
8524;2014;0162;Stadtteil;Niederfeld;84;50
8527;2014;0163;Stadtteil;Almenhof;0;61
8532;2014;0163;Stadtteil;Almenhof;5;55
8533;2014;0163;Stadtteil;Almenhof;6;42
8534;2014;0163;Stadtteil;Almenhof;7;51
8545;2014;0163;Stadtteil;Almenhof;18;59
8548;2014;0163;Stadtteil;Almenhof;21;119
8549;2014;0163;Stadtteil;Almenhof;22;125
8550;2014;0163;Stadtteil;Almenhof;23;103
8551;2014;0163;Stadtteil;Almenhof;24;119
8553;2014;0163;Stadtteil;Almenhof;26;130
8556;2014;0163;Stadtteil;Almenhof;29;109
8559;2014;0163;Stadtteil;Almenhof;32;109
8565;2014;0163;Stadtteil;Almenhof;38;86
8567;2014;0163;Stadtteil;Almenhof;40;69
8568;2014;0163;Stadtteil;Almenhof;41;73
8573;2014;0163;Stadtteil;Almenhof;46;103
8578;2014;0163;Stadtteil;Almenhof;51;102
8584;2014;0163;Stadtteil;Almenhof;57;99
8585;2014;0163;Stadtteil;Almenhof;58;84
8588;2014;0163;Stadtteil;Almenhof;61;70
8590;2014;0163;Stadtteil;Almenhof;63;81
8592;2014;0163;Stadtteil;Almenhof;65;63
8594;2014;0163;Stadtteil;Almenhof;67;67
8595;2014;0163;Stadtteil;Almenhof;68;66
8597;2014;0163;Stadtteil;Almenhof;70;65
8600;2014;0163;Stadtteil;Almenhof;73;69
8604;2014;0163;Stadtteil;Almenhof;77;64
8605;2014;0163;Stadtteil;Almenhof;78;60
8606;2014;0163;Stadtteil;Almenhof;79;56
8612;2014;0163;Stadtteil;Almenhof;85-89;119
8621;2014;0170;Stadtteil;Rheinau;7;200
8622;2014;0170;Stadtteil;Rheinau;8;196
8625;2014;0170;Stadtteil;Rheinau;11;182
8629;2014;0170;Stadtteil;Rheinau;15;220
8630;2014;0170;Stadtteil;Rheinau;16;251
8631;2014;0170;Stadtteil;Rheinau;17;234
8639;2014;0170;Stadtteil;Rheinau;25;321
8641;2014;0170;Stadtteil;Rheinau;27;325
8643;2014;0170;Stadtteil;Rheinau;29;326
8644;2014;0170;Stadtteil;Rheinau;30;294
8646;2014;0170;Stadtteil;Rheinau;32;293
8649;2014;0170;Stadtteil;Rheinau;35;293
8652;2014;0170;Stadtteil;Rheinau;38;306
8657;2014;0170;Stadtteil;Rheinau;43;346
8659;2014;0170;Stadtteil;Rheinau;45;389
8660;2014;0170;Stadtteil;Rheinau;46;383
8661;2014;0170;Stadtteil;Rheinau;47;392
8664;2014;0170;Stadtteil;Rheinau;50;433
8665;2014;0170;Stadtteil;Rheinau;51;417
8669;2014;0170;Stadtteil;Rheinau;55;367
8673;2014;0170;Stadtteil;Rheinau;59;390
8675;2014;0170;Stadtteil;Rheinau;61;340
8680;2014;0170;Stadtteil;Rheinau;66;299
8681;2014;0170;Stadtteil;Rheinau;67;286
8685;2014;0170;Stadtteil;Rheinau;71;217
8690;2014;0170;Stadtteil;Rheinau;76;249
8691;2014;0170;Stadtteil;Rheinau;77;205
8693;2014;0170;Stadtteil;Rheinau;79;205
8696;2014;0170;Stadtteil;Rheinau;82;143
8699;2014;0170;Stadtteil;Rheinau;85-89;440
8702;2013;0000;Stadt;Mannheim;1;2591
8704;2013;0000;Stadt;Mannheim;3;2529
8708;2013;0000;Stadt;Mannheim;7;2383
8710;2013;0000;Stadt;Mannheim;9;2424
8718;2013;0000;Stadt;Mannheim;17;2758
8719;2013;0000;Stadt;Mannheim;18;2959
8720;2013;0000;Stadt;Mannheim;19;3503
8729;2013;0000;Stadt;Mannheim;28;4812
8428;2014;0161;Stadtteil;Neckarau;75;139
8431;2014;0161;Stadtteil;Neckarau;78;123
8432;2014;0161;Stadtteil;Neckarau;79;114
8433;2014;0161;Stadtteil;Neckarau;80;96
8434;2014;0161;Stadtteil;Neckarau;81;68
8440;2014;0162;Stadtteil;Niederfeld;0;50
8447;2014;0162;Stadtteil;Niederfeld;7;45
8452;2014;0162;Stadtteil;Niederfeld;12;49
8454;2014;0162;Stadtteil;Niederfeld;14;58
8456;2014;0162;Stadtteil;Niederfeld;16;63
8463;2014;0162;Stadtteil;Niederfeld;23;100
8466;2014;0162;Stadtteil;Niederfeld;26;98
8475;2014;0162;Stadtteil;Niederfeld;35;89
8479;2014;0162;Stadtteil;Niederfeld;39;77
8480;2014;0162;Stadtteil;Niederfeld;40;81
8484;2014;0162;Stadtteil;Niederfeld;44;79
8487;2014;0162;Stadtteil;Niederfeld;47;113
8489;2014;0162;Stadtteil;Niederfeld;49;123
8494;2014;0162;Stadtteil;Niederfeld;54;115
8498;2014;0162;Stadtteil;Niederfeld;58;105
8499;2014;0162;Stadtteil;Niederfeld;59;111
8501;2014;0162;Stadtteil;Niederfeld;61;96
8502;2014;0162;Stadtteil;Niederfeld;62;76
8505;2014;0162;Stadtteil;Niederfeld;65;74
8510;2014;0162;Stadtteil;Niederfeld;70;76
8515;2014;0162;Stadtteil;Niederfeld;75;92
8516;2014;0162;Stadtteil;Niederfeld;76;86
8520;2014;0162;Stadtteil;Niederfeld;80;70
8521;2014;0162;Stadtteil;Niederfeld;81;46
8522;2014;0162;Stadtteil;Niederfeld;82;47
8525;2014;0162;Stadtteil;Niederfeld;85-89;221
8526;2014;0162;Stadtteil;Niederfeld;90+;123
8529;2014;0163;Stadtteil;Almenhof;2;41
8531;2014;0163;Stadtteil;Almenhof;4;50
8536;2014;0163;Stadtteil;Almenhof;9;44
8539;2014;0163;Stadtteil;Almenhof;12;50
8540;2014;0163;Stadtteil;Almenhof;13;47
8541;2014;0163;Stadtteil;Almenhof;14;55
8542;2014;0163;Stadtteil;Almenhof;15;46
8544;2014;0163;Stadtteil;Almenhof;17;73
8547;2014;0163;Stadtteil;Almenhof;20;104
8557;2014;0163;Stadtteil;Almenhof;30;117
8558;2014;0163;Stadtteil;Almenhof;31;102
8560;2014;0163;Stadtteil;Almenhof;33;92
8562;2014;0163;Stadtteil;Almenhof;35;88
8563;2014;0163;Stadtteil;Almenhof;36;70
8569;2014;0163;Stadtteil;Almenhof;42;80
8570;2014;0163;Stadtteil;Almenhof;43;97
8574;2014;0163;Stadtteil;Almenhof;47;104
8576;2014;0163;Stadtteil;Almenhof;49;122
8579;2014;0163;Stadtteil;Almenhof;52;105
8580;2014;0163;Stadtteil;Almenhof;53;121
8583;2014;0163;Stadtteil;Almenhof;56;97
8589;2014;0163;Stadtteil;Almenhof;62;72
8591;2014;0163;Stadtteil;Almenhof;64;85
8596;2014;0163;Stadtteil;Almenhof;69;56
8602;2014;0163;Stadtteil;Almenhof;75;83
8610;2014;0163;Stadtteil;Almenhof;83;37
8611;2014;0163;Stadtteil;Almenhof;84;38
8615;2014;0170;Stadtteil;Rheinau;1;186
8618;2014;0170;Stadtteil;Rheinau;4;172
8623;2014;0170;Stadtteil;Rheinau;9;209
8624;2014;0170;Stadtteil;Rheinau;10;194
8627;2014;0170;Stadtteil;Rheinau;13;196
8632;2014;0170;Stadtteil;Rheinau;18;260
8636;2014;0170;Stadtteil;Rheinau;22;286
8645;2014;0170;Stadtteil;Rheinau;31;294
8648;2014;0170;Stadtteil;Rheinau;34;332
8650;2014;0170;Stadtteil;Rheinau;36;291
8654;2014;0170;Stadtteil;Rheinau;40;347
8656;2014;0170;Stadtteil;Rheinau;42;321
8658;2014;0170;Stadtteil;Rheinau;44;320
8666;2014;0170;Stadtteil;Rheinau;52;389
8668;2014;0170;Stadtteil;Rheinau;54;387
8671;2014;0170;Stadtteil;Rheinau;57;369
8676;2014;0170;Stadtteil;Rheinau;62;343
8677;2014;0170;Stadtteil;Rheinau;63;310
8683;2014;0170;Stadtteil;Rheinau;69;202
8688;2014;0170;Stadtteil;Rheinau;74;270
8689;2014;0170;Stadtteil;Rheinau;75;250
8695;2014;0170;Stadtteil;Rheinau;81;140
8697;2014;0170;Stadtteil;Rheinau;83;162
8698;2014;0170;Stadtteil;Rheinau;84;129
8701;2013;0000;Stadt;Mannheim;0;2751
8703;2013;0000;Stadt;Mannheim;2;2481
8707;2013;0000;Stadt;Mannheim;6;2479
8713;2013;0000;Stadt;Mannheim;12;2446
8716;2013;0000;Stadt;Mannheim;15;2641
8717;2013;0000;Stadt;Mannheim;16;2753
8721;2013;0000;Stadt;Mannheim;20;3945
8722;2013;0000;Stadt;Mannheim;21;4370
8723;2013;0000;Stadt;Mannheim;22;4570
8726;2013;0000;Stadt;Mannheim;25;5122
8727;2013;0000;Stadt;Mannheim;26;5004
8732;2013;0000;Stadt;Mannheim;31;4928
8734;2013;0000;Stadt;Mannheim;33;4881
8737;2013;0000;Stadt;Mannheim;36;4146
8738;2013;0000;Stadt;Mannheim;37;4081
8739;2013;0000;Stadt;Mannheim;38;3984
8746;2013;0000;Stadt;Mannheim;45;4861
8321;2014;0150;Stadtteil;Feudenheim;55;212
8328;2014;0150;Stadtteil;Feudenheim;62;186
8333;2014;0150;Stadtteil;Feudenheim;67;174
8337;2014;0150;Stadtteil;Feudenheim;71;168
8339;2014;0150;Stadtteil;Feudenheim;73;197
8343;2014;0150;Stadtteil;Feudenheim;77;160
8345;2014;0150;Stadtteil;Feudenheim;79;127
8349;2014;0150;Stadtteil;Feudenheim;83;101
8352;2014;0150;Stadtteil;Feudenheim;90+;190
8356;2014;0161;Stadtteil;Neckarau;3;104
8358;2014;0161;Stadtteil;Neckarau;5;101
8363;2014;0161;Stadtteil;Neckarau;10;127
8366;2014;0161;Stadtteil;Neckarau;13;135
8367;2014;0161;Stadtteil;Neckarau;14;141
8376;2014;0161;Stadtteil;Neckarau;23;212
8387;2014;0161;Stadtteil;Neckarau;34;216
8391;2014;0161;Stadtteil;Neckarau;38;223
8394;2014;0161;Stadtteil;Neckarau;41;195
8399;2014;0161;Stadtteil;Neckarau;46;284
8400;2014;0161;Stadtteil;Neckarau;47;272
8402;2014;0161;Stadtteil;Neckarau;49;284
8405;2014;0161;Stadtteil;Neckarau;52;234
8406;2014;0161;Stadtteil;Neckarau;53;226
8407;2014;0161;Stadtteil;Neckarau;54;227
8408;2014;0161;Stadtteil;Neckarau;55;236
8410;2014;0161;Stadtteil;Neckarau;57;220
8412;2014;0161;Stadtteil;Neckarau;59;192
8418;2014;0161;Stadtteil;Neckarau;65;172
8420;2014;0161;Stadtteil;Neckarau;67;179
8421;2014;0161;Stadtteil;Neckarau;68;145
8423;2014;0161;Stadtteil;Neckarau;70;145
8424;2014;0161;Stadtteil;Neckarau;71;152
8425;2014;0161;Stadtteil;Neckarau;72;136
8429;2014;0161;Stadtteil;Neckarau;76;122
8437;2014;0161;Stadtteil;Neckarau;84;76
8438;2014;0161;Stadtteil;Neckarau;85-89;262
8444;2014;0162;Stadtteil;Niederfeld;4;44
8445;2014;0162;Stadtteil;Niederfeld;5;46
8449;2014;0162;Stadtteil;Niederfeld;9;52
8455;2014;0162;Stadtteil;Niederfeld;15;49
8457;2014;0162;Stadtteil;Niederfeld;17;55
8460;2014;0162;Stadtteil;Niederfeld;20;92
8461;2014;0162;Stadtteil;Niederfeld;21;100
8464;2014;0162;Stadtteil;Niederfeld;24;90
8468;2014;0162;Stadtteil;Niederfeld;28;69
8469;2014;0162;Stadtteil;Niederfeld;29;91
8472;2014;0162;Stadtteil;Niederfeld;32;116
8473;2014;0162;Stadtteil;Niederfeld;33;95
8476;2014;0162;Stadtteil;Niederfeld;36;84
8481;2014;0162;Stadtteil;Niederfeld;41;71
8483;2014;0162;Stadtteil;Niederfeld;43;95
8485;2014;0162;Stadtteil;Niederfeld;45;89
8493;2014;0162;Stadtteil;Niederfeld;53;130
8495;2014;0162;Stadtteil;Niederfeld;55;110
8497;2014;0162;Stadtteil;Niederfeld;57;103
8509;2014;0162;Stadtteil;Niederfeld;69;61
8511;2014;0162;Stadtteil;Niederfeld;71;121
8512;2014;0162;Stadtteil;Niederfeld;72;63
8513;2014;0162;Stadtteil;Niederfeld;73;94
8517;2014;0162;Stadtteil;Niederfeld;77;66
8519;2014;0162;Stadtteil;Niederfeld;79;72
8523;2014;0162;Stadtteil;Niederfeld;83;57
8528;2014;0163;Stadtteil;Almenhof;1;45
8530;2014;0163;Stadtteil;Almenhof;3;53
8535;2014;0163;Stadtteil;Almenhof;8;53
8537;2014;0163;Stadtteil;Almenhof;10;46
8538;2014;0163;Stadtteil;Almenhof;11;55
8543;2014;0163;Stadtteil;Almenhof;16;51
8546;2014;0163;Stadtteil;Almenhof;19;100
8552;2014;0163;Stadtteil;Almenhof;25;117
8554;2014;0163;Stadtteil;Almenhof;27;119
8555;2014;0163;Stadtteil;Almenhof;28;105
8561;2014;0163;Stadtteil;Almenhof;34;101
8564;2014;0163;Stadtteil;Almenhof;37;63
8566;2014;0163;Stadtteil;Almenhof;39;68
8571;2014;0163;Stadtteil;Almenhof;44;93
8572;2014;0163;Stadtteil;Almenhof;45;113
8575;2014;0163;Stadtteil;Almenhof;48;103
8577;2014;0163;Stadtteil;Almenhof;50;119
8581;2014;0163;Stadtteil;Almenhof;54;99
8582;2014;0163;Stadtteil;Almenhof;55;92
8586;2014;0163;Stadtteil;Almenhof;59;75
8587;2014;0163;Stadtteil;Almenhof;60;73
8593;2014;0163;Stadtteil;Almenhof;66;52
8598;2014;0163;Stadtteil;Almenhof;71;71
8599;2014;0163;Stadtteil;Almenhof;72;60
8601;2014;0163;Stadtteil;Almenhof;74;65
8603;2014;0163;Stadtteil;Almenhof;76;79
8607;2014;0163;Stadtteil;Almenhof;80;45
8608;2014;0163;Stadtteil;Almenhof;81;42
8609;2014;0163;Stadtteil;Almenhof;82;39
8613;2014;0163;Stadtteil;Almenhof;90+;80
8614;2014;0170;Stadtteil;Rheinau;0;215
8616;2014;0170;Stadtteil;Rheinau;2;176
8617;2014;0170;Stadtteil;Rheinau;3;200
8619;2014;0170;Stadtteil;Rheinau;5;193
8620;2014;0170;Stadtteil;Rheinau;6;205
8626;2014;0170;Stadtteil;Rheinau;12;215
8628;2014;0170;Stadtteil;Rheinau;14;220
8633;2014;0170;Stadtteil;Rheinau;19;267
8731;2013;0000;Stadt;Mannheim;30;4898
8736;2013;0000;Stadt;Mannheim;35;4224
8740;2013;0000;Stadt;Mannheim;39;4082
8741;2013;0000;Stadt;Mannheim;40;3966
8743;2013;0000;Stadt;Mannheim;42;4393
8744;2013;0000;Stadt;Mannheim;43;4406
8752;2013;0000;Stadt;Mannheim;51;4678
8755;2013;0000;Stadt;Mannheim;54;4141
8756;2013;0000;Stadt;Mannheim;55;4010
8758;2013;0000;Stadt;Mannheim;57;3897
8760;2013;0000;Stadt;Mannheim;59;3572
8761;2013;0000;Stadt;Mannheim;60;3419
8762;2013;0000;Stadt;Mannheim;61;3424
8763;2013;0000;Stadt;Mannheim;62;3320
8766;2013;0000;Stadt;Mannheim;65;3253
8767;2013;0000;Stadt;Mannheim;66;3164
8768;2013;0000;Stadt;Mannheim;67;2887
8773;2013;0000;Stadt;Mannheim;72;3274
8774;2013;0000;Stadt;Mannheim;73;3334
8778;2013;0000;Stadt;Mannheim;77;2671
8783;2013;0000;Stadt;Mannheim;82;1639
8786;2013;0000;Stadt;Mannheim;85-89;4964
8788;2013;0010;Stadtteil;Innenstadt/Jungbusch;0;272
8790;2013;0010;Stadtteil;Innenstadt/Jungbusch;2;180
8792;2013;0010;Stadtteil;Innenstadt/Jungbusch;4;201
8793;2013;0010;Stadtteil;Innenstadt/Jungbusch;5;203
8794;2013;0010;Stadtteil;Innenstadt/Jungbusch;6;181
8803;2013;0010;Stadtteil;Innenstadt/Jungbusch;15;164
8813;2013;0010;Stadtteil;Innenstadt/Jungbusch;25;897
8815;2013;0010;Stadtteil;Innenstadt/Jungbusch;27;799
8817;2013;0010;Stadtteil;Innenstadt/Jungbusch;29;744
8823;2013;0010;Stadtteil;Innenstadt/Jungbusch;35;503
8834;2013;0010;Stadtteil;Innenstadt/Jungbusch;46;415
8835;2013;0010;Stadtteil;Innenstadt/Jungbusch;47;379
8839;2013;0010;Stadtteil;Innenstadt/Jungbusch;51;359
8840;2013;0010;Stadtteil;Innenstadt/Jungbusch;52;347
8844;2013;0010;Stadtteil;Innenstadt/Jungbusch;56;287
8845;2013;0010;Stadtteil;Innenstadt/Jungbusch;57;305
8852;2013;0010;Stadtteil;Innenstadt/Jungbusch;64;250
8856;2013;0010;Stadtteil;Innenstadt/Jungbusch;68;183
8857;2013;0010;Stadtteil;Innenstadt/Jungbusch;69;231
8858;2013;0010;Stadtteil;Innenstadt/Jungbusch;70;194
8861;2013;0010;Stadtteil;Innenstadt/Jungbusch;73;192
8869;2013;0010;Stadtteil;Innenstadt/Jungbusch;81;101
8878;2013;0020;Stadtteil;Neckarstadt-West;3;184
8881;2013;0020;Stadtteil;Neckarstadt-West;6;176
8882;2013;0020;Stadtteil;Neckarstadt-West;7;184
8884;2013;0020;Stadtteil;Neckarstadt-West;9;183
8885;2013;0020;Stadtteil;Neckarstadt-West;10;159
8890;2013;0020;Stadtteil;Neckarstadt-West;15;184
8893;2013;0020;Stadtteil;Neckarstadt-West;18;216
8895;2013;0020;Stadtteil;Neckarstadt-West;20;294
8898;2013;0020;Stadtteil;Neckarstadt-West;23;482
8900;2013;0020;Stadtteil;Neckarstadt-West;25;519
8902;2013;0020;Stadtteil;Neckarstadt-West;27;484
8904;2013;0020;Stadtteil;Neckarstadt-West;29;427
8909;2013;0020;Stadtteil;Neckarstadt-West;34;371
8911;2013;0020;Stadtteil;Neckarstadt-West;36;331
8914;2013;0020;Stadtteil;Neckarstadt-West;39;330
8915;2013;0020;Stadtteil;Neckarstadt-West;40;302
8921;2013;0020;Stadtteil;Neckarstadt-West;46;313
8922;2013;0020;Stadtteil;Neckarstadt-West;47;318
8924;2013;0020;Stadtteil;Neckarstadt-West;49;288
8926;2013;0020;Stadtteil;Neckarstadt-West;51;293
8927;2013;0020;Stadtteil;Neckarstadt-West;52;246
8932;2013;0020;Stadtteil;Neckarstadt-West;57;208
8934;2013;0020;Stadtteil;Neckarstadt-West;59;194
8935;2013;0020;Stadtteil;Neckarstadt-West;60;178
8942;2013;0020;Stadtteil;Neckarstadt-West;67;159
8945;2013;0020;Stadtteil;Neckarstadt-West;70;133
8949;2013;0020;Stadtteil;Neckarstadt-West;74;138
8951;2013;0020;Stadtteil;Neckarstadt-West;76;98
8952;2013;0020;Stadtteil;Neckarstadt-West;77;78
8954;2013;0020;Stadtteil;Neckarstadt-West;79;73
8959;2013;0020;Stadtteil;Neckarstadt-West;84;44
8962;2013;0030;Stadtteil;Neckarstadt-Ost;0;305
8963;2013;0030;Stadtteil;Neckarstadt-Ost;1;289
8964;2013;0030;Stadtteil;Neckarstadt-Ost;2;236
8981;2013;0030;Stadtteil;Neckarstadt-Ost;19;389
8985;2013;0030;Stadtteil;Neckarstadt-Ost;23;574
8990;2013;0030;Stadtteil;Neckarstadt-Ost;28;564
8992;2013;0030;Stadtteil;Neckarstadt-Ost;30;522
8994;2013;0030;Stadtteil;Neckarstadt-Ost;32;598
8997;2013;0030;Stadtteil;Neckarstadt-Ost;35;473
9002;2013;0030;Stadtteil;Neckarstadt-Ost;40;422
9010;2013;0030;Stadtteil;Neckarstadt-Ost;48;450
9014;2013;0030;Stadtteil;Neckarstadt-Ost;52;412
9020;2013;0030;Stadtteil;Neckarstadt-Ost;58;379
9028;2013;0030;Stadtteil;Neckarstadt-Ost;66;312
9030;2013;0030;Stadtteil;Neckarstadt-Ost;68;251
9032;2013;0030;Stadtteil;Neckarstadt-Ost;70;270
9033;2013;0030;Stadtteil;Neckarstadt-Ost;71;291
9036;2013;0030;Stadtteil;Neckarstadt-Ost;74;269
9053;2013;0041;Stadtteil;Oststadt;4;74
9055;2013;0041;Stadtteil;Oststadt;6;69
9056;2013;0041;Stadtteil;Oststadt;7;64
9057;2013;0041;Stadtteil;Oststadt;8;56
9059;2013;0041;Stadtteil;Oststadt;10;63
9063;2013;0041;Stadtteil;Oststadt;14;59
9065;2013;0041;Stadtteil;Oststadt;16;66
8748;2013;0000;Stadt;Mannheim;47;4987
8749;2013;0000;Stadt;Mannheim;48;4976
8753;2013;0000;Stadt;Mannheim;52;4630
8757;2013;0000;Stadt;Mannheim;56;4043
8765;2013;0000;Stadt;Mannheim;64;3343
8769;2013;0000;Stadt;Mannheim;68;2348
8775;2013;0000;Stadt;Mannheim;74;3097
8779;2013;0000;Stadt;Mannheim;78;2477
8780;2013;0000;Stadt;Mannheim;79;2169
8785;2013;0000;Stadt;Mannheim;84;1407
8787;2013;0000;Stadt;Mannheim;90+;2492
8795;2013;0010;Stadtteil;Innenstadt/Jungbusch;7;162
8798;2013;0010;Stadtteil;Innenstadt/Jungbusch;10;181
8800;2013;0010;Stadtteil;Innenstadt/Jungbusch;12;148
8802;2013;0010;Stadtteil;Innenstadt/Jungbusch;14;154
8805;2013;0010;Stadtteil;Innenstadt/Jungbusch;17;190
8806;2013;0010;Stadtteil;Innenstadt/Jungbusch;18;252
8807;2013;0010;Stadtteil;Innenstadt/Jungbusch;19;455
8809;2013;0010;Stadtteil;Innenstadt/Jungbusch;21;742
8812;2013;0010;Stadtteil;Innenstadt/Jungbusch;24;868
8814;2013;0010;Stadtteil;Innenstadt/Jungbusch;26;833
8819;2013;0010;Stadtteil;Innenstadt/Jungbusch;31;672
8820;2013;0010;Stadtteil;Innenstadt/Jungbusch;32;654
8821;2013;0010;Stadtteil;Innenstadt/Jungbusch;33;622
8824;2013;0010;Stadtteil;Innenstadt/Jungbusch;36;509
8826;2013;0010;Stadtteil;Innenstadt/Jungbusch;38;442
8828;2013;0010;Stadtteil;Innenstadt/Jungbusch;40;425
8831;2013;0010;Stadtteil;Innenstadt/Jungbusch;43;415
8833;2013;0010;Stadtteil;Innenstadt/Jungbusch;45;384
8837;2013;0010;Stadtteil;Innenstadt/Jungbusch;49;403
8841;2013;0010;Stadtteil;Innenstadt/Jungbusch;53;378
8846;2013;0010;Stadtteil;Innenstadt/Jungbusch;58;273
8847;2013;0010;Stadtteil;Innenstadt/Jungbusch;59;283
