Nr.;Jahr;Gemeindeteilschlüssel;Gemeindeteilebene;Gemeindeteilname;Alter;Bevölkerung am Ort der Hauptwohnung
1983;2017;0162;Stadtteil;Niederfeld;68;71
1984;2017;0162;Stadtteil;Niederfeld;69;82
1985;2017;0162;Stadtteil;Niederfeld;70;96
1986;2017;0162;Stadtteil;Niederfeld;71;80
1990;2017;0162;Stadtteil;Niederfeld;75;66
1991;2017;0162;Stadtteil;Niederfeld;76;90
1995;2017;0162;Stadtteil;Niederfeld;80;66
1996;2017;0162;Stadtteil;Niederfeld;81;80
2004;2017;0163;Stadtteil;Almenhof;2;53
2005;2017;0163;Stadtteil;Almenhof;3;62
2009;2017;0163;Stadtteil;Almenhof;7;43
2011;2017;0163;Stadtteil;Almenhof;9;34
2012;2017;0163;Stadtteil;Almenhof;10;53
2014;2017;0163;Stadtteil;Almenhof;12;49
2017;2017;0163;Stadtteil;Almenhof;15;50
2018;2017;0163;Stadtteil;Almenhof;16;44
2019;2017;0163;Stadtteil;Almenhof;17;49
2020;2017;0163;Stadtteil;Almenhof;18;65
2022;2017;0163;Stadtteil;Almenhof;20;145
2028;2017;0163;Stadtteil;Almenhof;26;119
2032;2017;0163;Stadtteil;Almenhof;30;104
2033;2017;0163;Stadtteil;Almenhof;31;86
2035;2017;0163;Stadtteil;Almenhof;33;109
2037;2017;0163;Stadtteil;Almenhof;35;107
2039;2017;0163;Stadtteil;Almenhof;37;104
2041;2017;0163;Stadtteil;Almenhof;39;61
2042;2017;0163;Stadtteil;Almenhof;40;74
2044;2017;0163;Stadtteil;Almenhof;42;70
2046;2017;0163;Stadtteil;Almenhof;44;74
2048;2017;0163;Stadtteil;Almenhof;46;103
2049;2017;0163;Stadtteil;Almenhof;47;93
2053;2017;0163;Stadtteil;Almenhof;51;102
2058;2017;0163;Stadtteil;Almenhof;56;118
2062;2017;0163;Stadtteil;Almenhof;60;89
2064;2017;0163;Stadtteil;Almenhof;62;75
2067;2017;0163;Stadtteil;Almenhof;65;71
2068;2017;0163;Stadtteil;Almenhof;66;81
2069;2017;0163;Stadtteil;Almenhof;67;79
2070;2017;0163;Stadtteil;Almenhof;68;54
2073;2017;0163;Stadtteil;Almenhof;71;60
2077;2017;0163;Stadtteil;Almenhof;75;52
2079;2017;0163;Stadtteil;Almenhof;77;60
2085;2017;0163;Stadtteil;Almenhof;83;35
2088;2017;0163;Stadtteil;Almenhof;90+;70
2089;2017;0170;Stadtteil;Rheinau;0;224
2092;2017;0170;Stadtteil;Rheinau;3;244
2093;2017;0170;Stadtteil;Rheinau;4;202
2096;2017;0170;Stadtteil;Rheinau;7;185
2098;2017;0170;Stadtteil;Rheinau;9;214
2099;2017;0170;Stadtteil;Rheinau;10;211
2100;2017;0170;Stadtteil;Rheinau;11;207
2104;2017;0170;Stadtteil;Rheinau;15;222
2105;2017;0170;Stadtteil;Rheinau;16;197
3808;2016;0130;Stadtteil;Vogelstang;66;136
3809;2016;0130;Stadtteil;Vogelstang;67;144
3810;2016;0130;Stadtteil;Vogelstang;68;135
3812;2016;0130;Stadtteil;Vogelstang;70;145
3814;2016;0130;Stadtteil;Vogelstang;72;149
3815;2016;0130;Stadtteil;Vogelstang;73;140
3817;2016;0130;Stadtteil;Vogelstang;75;206
3820;2016;0130;Stadtteil;Vogelstang;78;193
3826;2016;0130;Stadtteil;Vogelstang;84;90
3827;2016;0130;Stadtteil;Vogelstang;85-89;354
3829;2016;0140;Stadtteil;Wallstadt;0;76
3831;2016;0140;Stadtteil;Wallstadt;2;72
3833;2016;0140;Stadtteil;Wallstadt;4;76
3838;2016;0140;Stadtteil;Wallstadt;9;83
3843;2016;0140;Stadtteil;Wallstadt;14;69
3849;2016;0140;Stadtteil;Wallstadt;20;54
3851;2016;0140;Stadtteil;Wallstadt;22;66
3853;2016;0140;Stadtteil;Wallstadt;24;65
3856;2016;0140;Stadtteil;Wallstadt;27;86
3870;2016;0140;Stadtteil;Wallstadt;41;88
3871;2016;0140;Stadtteil;Wallstadt;42;101
3876;2016;0140;Stadtteil;Wallstadt;47;120
3879;2016;0140;Stadtteil;Wallstadt;50;161
3890;2016;0140;Stadtteil;Wallstadt;61;116
3900;2016;0140;Stadtteil;Wallstadt;71;83
3902;2016;0140;Stadtteil;Wallstadt;73;92
3903;2016;0140;Stadtteil;Wallstadt;74;60
332;2017;0030;Stadtteil;Neckarstadt-Ost;70;280
334;2017;0030;Stadtteil;Neckarstadt-Ost;72;221
336;2017;0030;Stadtteil;Neckarstadt-Ost;74;235
339;2017;0030;Stadtteil;Neckarstadt-Ost;77;304
342;2017;0030;Stadtteil;Neckarstadt-Ost;80;210
344;2017;0030;Stadtteil;Neckarstadt-Ost;82;163
345;2017;0030;Stadtteil;Neckarstadt-Ost;83;176
349;2017;0041;Stadtteil;Oststadt;0;132
350;2017;0041;Stadtteil;Oststadt;1;135
352;2017;0041;Stadtteil;Oststadt;3;111
354;2017;0041;Stadtteil;Oststadt;5;85
359;2017;0041;Stadtteil;Oststadt;10;78
362;2017;0041;Stadtteil;Oststadt;13;70
366;2017;0041;Stadtteil;Oststadt;17;48
370;2017;0041;Stadtteil;Oststadt;21;144
371;2017;0041;Stadtteil;Oststadt;22;144
372;2017;0041;Stadtteil;Oststadt;23;135
373;2017;0041;Stadtteil;Oststadt;24;165
375;2017;0041;Stadtteil;Oststadt;26;206
377;2017;0041;Stadtteil;Oststadt;28;232
378;2017;0041;Stadtteil;Oststadt;29;266
381;2017;0041;Stadtteil;Oststadt;32;239
385;2017;0041;Stadtteil;Oststadt;36;232
386;2017;0041;Stadtteil;Oststadt;37;192
389;2017;0041;Stadtteil;Oststadt;40;175
390;2017;0041;Stadtteil;Oststadt;41;177
393;2017;0041;Stadtteil;Oststadt;44;151
395;2017;0041;Stadtteil;Oststadt;46;200
400;2017;0041;Stadtteil;Oststadt;51;173
402;2017;0041;Stadtteil;Oststadt;53;174
407;2017;0041;Stadtteil;Oststadt;58;147
409;2017;0041;Stadtteil;Oststadt;60;136
412;2017;0041;Stadtteil;Oststadt;63;115
413;2017;0041;Stadtteil;Oststadt;64;127
418;2017;0041;Stadtteil;Oststadt;69;116
420;2017;0041;Stadtteil;Oststadt;71;116
421;2017;0041;Stadtteil;Oststadt;72;85
423;2017;0041;Stadtteil;Oststadt;74;133
426;2017;0041;Stadtteil;Oststadt;77;122
428;2017;0041;Stadtteil;Oststadt;79;102
432;2017;0041;Stadtteil;Oststadt;83;79
437;2017;0042;Stadtteil;Schwetzingerstadt;1;87
447;2017;0042;Stadtteil;Schwetzingerstadt;11;44
450;2017;0042;Stadtteil;Schwetzingerstadt;14;51
451;2017;0042;Stadtteil;Schwetzingerstadt;15;35
454;2017;0042;Stadtteil;Schwetzingerstadt;18;78
455;2017;0042;Stadtteil;Schwetzingerstadt;19;145
460;2017;0042;Stadtteil;Schwetzingerstadt;24;284
462;2017;0042;Stadtteil;Schwetzingerstadt;26;302
465;2017;0042;Stadtteil;Schwetzingerstadt;29;329
467;2017;0042;Stadtteil;Schwetzingerstadt;31;289
468;2017;0042;Stadtteil;Schwetzingerstadt;32;226
472;2017;0042;Stadtteil;Schwetzingerstadt;36;188
478;2017;0042;Stadtteil;Schwetzingerstadt;42;146
481;2017;0042;Stadtteil;Schwetzingerstadt;45;125
484;2017;0042;Stadtteil;Schwetzingerstadt;48;142
485;2017;0042;Stadtteil;Schwetzingerstadt;49;151
491;2017;0042;Stadtteil;Schwetzingerstadt;55;116
494;2017;0042;Stadtteil;Schwetzingerstadt;58;95
498;2017;0042;Stadtteil;Schwetzingerstadt;62;72
500;2017;0042;Stadtteil;Schwetzingerstadt;64;76
507;2017;0042;Stadtteil;Schwetzingerstadt;71;72
509;2017;0042;Stadtteil;Schwetzingerstadt;73;61
511;2017;0042;Stadtteil;Schwetzingerstadt;75;64
512;2017;0042;Stadtteil;Schwetzingerstadt;76;64
514;2017;0042;Stadtteil;Schwetzingerstadt;78;53
520;2017;0042;Stadtteil;Schwetzingerstadt;84;23
521;2017;0042;Stadtteil;Schwetzingerstadt;85-89;107
522;2017;0042;Stadtteil;Schwetzingerstadt;90+;63
523;2017;0050;Stadtteil;Lindenhof;0;161
524;2017;0050;Stadtteil;Lindenhof;1;152
526;2017;0050;Stadtteil;Lindenhof;3;120
529;2017;0050;Stadtteil;Lindenhof;6;65
319;2017;0030;Stadtteil;Neckarstadt-Ost;57;403
321;2017;0030;Stadtteil;Neckarstadt-Ost;59;367
323;2017;0030;Stadtteil;Neckarstadt-Ost;61;405
324;2017;0030;Stadtteil;Neckarstadt-Ost;62;365
329;2017;0030;Stadtteil;Neckarstadt-Ost;67;350
330;2017;0030;Stadtteil;Neckarstadt-Ost;68;313
331;2017;0030;Stadtteil;Neckarstadt-Ost;69;322
333;2017;0030;Stadtteil;Neckarstadt-Ost;71;254
337;2017;0030;Stadtteil;Neckarstadt-Ost;75;261
338;2017;0030;Stadtteil;Neckarstadt-Ost;76;294
340;2017;0030;Stadtteil;Neckarstadt-Ost;78;229
341;2017;0030;Stadtteil;Neckarstadt-Ost;79;250
343;2017;0030;Stadtteil;Neckarstadt-Ost;81;197
347;2017;0030;Stadtteil;Neckarstadt-Ost;85-89;497
351;2017;0041;Stadtteil;Oststadt;2;102
355;2017;0041;Stadtteil;Oststadt;6;88
357;2017;0041;Stadtteil;Oststadt;8;73
360;2017;0041;Stadtteil;Oststadt;11;67
361;2017;0041;Stadtteil;Oststadt;12;55
363;2017;0041;Stadtteil;Oststadt;14;60
364;2017;0041;Stadtteil;Oststadt;15;71
365;2017;0041;Stadtteil;Oststadt;16;66
368;2017;0041;Stadtteil;Oststadt;19;83
379;2017;0041;Stadtteil;Oststadt;30;263
380;2017;0041;Stadtteil;Oststadt;31;250
382;2017;0041;Stadtteil;Oststadt;33;264
392;2017;0041;Stadtteil;Oststadt;43;165
396;2017;0041;Stadtteil;Oststadt;47;184
399;2017;0041;Stadtteil;Oststadt;50;171
403;2017;0041;Stadtteil;Oststadt;54;173
404;2017;0041;Stadtteil;Oststadt;55;173
405;2017;0041;Stadtteil;Oststadt;56;159
406;2017;0041;Stadtteil;Oststadt;57;135
411;2017;0041;Stadtteil;Oststadt;62;109
414;2017;0041;Stadtteil;Oststadt;65;108
416;2017;0041;Stadtteil;Oststadt;67;144
419;2017;0041;Stadtteil;Oststadt;70;131
422;2017;0041;Stadtteil;Oststadt;73;151
424;2017;0041;Stadtteil;Oststadt;75;123
425;2017;0041;Stadtteil;Oststadt;76;136
429;2017;0041;Stadtteil;Oststadt;80;99
430;2017;0041;Stadtteil;Oststadt;81;98
434;2017;0041;Stadtteil;Oststadt;85-89;251
436;2017;0042;Stadtteil;Schwetzingerstadt;0;100
439;2017;0042;Stadtteil;Schwetzingerstadt;3;58
441;2017;0042;Stadtteil;Schwetzingerstadt;5;60
442;2017;0042;Stadtteil;Schwetzingerstadt;6;51
443;2017;0042;Stadtteil;Schwetzingerstadt;7;51
444;2017;0042;Stadtteil;Schwetzingerstadt;8;42
446;2017;0042;Stadtteil;Schwetzingerstadt;10;47
448;2017;0042;Stadtteil;Schwetzingerstadt;12;32
456;2017;0042;Stadtteil;Schwetzingerstadt;20;217
457;2017;0042;Stadtteil;Schwetzingerstadt;21;233
458;2017;0042;Stadtteil;Schwetzingerstadt;22;254
474;2017;0042;Stadtteil;Schwetzingerstadt;38;149
477;2017;0042;Stadtteil;Schwetzingerstadt;41;118
482;2017;0042;Stadtteil;Schwetzingerstadt;46;144
487;2017;0042;Stadtteil;Schwetzingerstadt;51;120
489;2017;0042;Stadtteil;Schwetzingerstadt;53;131
490;2017;0042;Stadtteil;Schwetzingerstadt;54;129
495;2017;0042;Stadtteil;Schwetzingerstadt;59;95
501;2017;0042;Stadtteil;Schwetzingerstadt;65;61
502;2017;0042;Stadtteil;Schwetzingerstadt;66;67
503;2017;0042;Stadtteil;Schwetzingerstadt;67;79
504;2017;0042;Stadtteil;Schwetzingerstadt;68;60
505;2017;0042;Stadtteil;Schwetzingerstadt;69;82
2008;2017;0163;Stadtteil;Almenhof;6;55
2021;2017;0163;Stadtteil;Almenhof;19;103
2023;2017;0163;Stadtteil;Almenhof;21;132
2024;2017;0163;Stadtteil;Almenhof;22;133
2025;2017;0163;Stadtteil;Almenhof;23;138
2030;2017;0163;Stadtteil;Almenhof;28;105
2034;2017;0163;Stadtteil;Almenhof;32;112
2036;2017;0163;Stadtteil;Almenhof;34;104
2038;2017;0163;Stadtteil;Almenhof;36;79
2040;2017;0163;Stadtteil;Almenhof;38;79
2043;2017;0163;Stadtteil;Almenhof;41;88
2047;2017;0163;Stadtteil;Almenhof;45;82
2050;2017;0163;Stadtteil;Almenhof;48;114
2055;2017;0163;Stadtteil;Almenhof;53;114
2057;2017;0163;Stadtteil;Almenhof;55;113
2059;2017;0163;Stadtteil;Almenhof;57;101
2061;2017;0163;Stadtteil;Almenhof;59;97
2066;2017;0163;Stadtteil;Almenhof;64;72
2072;2017;0163;Stadtteil;Almenhof;70;63
2074;2017;0163;Stadtteil;Almenhof;72;51
2075;2017;0163;Stadtteil;Almenhof;73;63
2080;2017;0163;Stadtteil;Almenhof;78;69
2081;2017;0163;Stadtteil;Almenhof;79;72
2082;2017;0163;Stadtteil;Almenhof;80;55
2083;2017;0163;Stadtteil;Almenhof;81;46
2084;2017;0163;Stadtteil;Almenhof;82;43
2087;2017;0163;Stadtteil;Almenhof;85-89;129
2095;2017;0170;Stadtteil;Rheinau;6;206
2097;2017;0170;Stadtteil;Rheinau;8;206
2102;2017;0170;Stadtteil;Rheinau;13;216
2106;2017;0170;Stadtteil;Rheinau;17;227
2109;2017;0170;Stadtteil;Rheinau;20;262
2116;2017;0170;Stadtteil;Rheinau;27;328
2120;2017;0170;Stadtteil;Rheinau;31;345
2107;2017;0170;Stadtteil;Rheinau;18;242
2108;2017;0170;Stadtteil;Rheinau;19;264
2110;2017;0170;Stadtteil;Rheinau;21;278
2114;2017;0170;Stadtteil;Rheinau;25;304
2115;2017;0170;Stadtteil;Rheinau;26;322
2119;2017;0170;Stadtteil;Rheinau;30;316
2123;2017;0170;Stadtteil;Rheinau;34;341
2124;2017;0170;Stadtteil;Rheinau;35;322
2126;2017;0170;Stadtteil;Rheinau;37;357
2128;2017;0170;Stadtteil;Rheinau;39;305
2133;2017;0170;Stadtteil;Rheinau;44;324
2137;2017;0170;Stadtteil;Rheinau;48;402
2141;2017;0170;Stadtteil;Rheinau;52;387
2144;2017;0170;Stadtteil;Rheinau;55;374
2145;2017;0170;Stadtteil;Rheinau;56;388
2147;2017;0170;Stadtteil;Rheinau;58;349
2149;2017;0170;Stadtteil;Rheinau;60;346
2150;2017;0170;Stadtteil;Rheinau;61;357
2152;2017;0170;Stadtteil;Rheinau;63;306
2154;2017;0170;Stadtteil;Rheinau;65;321
2159;2017;0170;Stadtteil;Rheinau;70;263
2160;2017;0170;Stadtteil;Rheinau;71;224
2161;2017;0170;Stadtteil;Rheinau;72;181
2162;2017;0170;Stadtteil;Rheinau;73;241
2170;2017;0170;Stadtteil;Rheinau;81;170
2177;2016;0000;Stadt;Mannheim;1;2896
2178;2016;0000;Stadt;Mannheim;2;2919
2179;2016;0000;Stadt;Mannheim;3;2670
2182;2016;0000;Stadt;Mannheim;6;2531
2185;2016;0000;Stadt;Mannheim;9;2551
2189;2016;0000;Stadt;Mannheim;13;2490
2190;2016;0000;Stadt;Mannheim;14;2518
2193;2016;0000;Stadt;Mannheim;17;2838
2196;2016;0000;Stadt;Mannheim;20;4316
2197;2016;0000;Stadt;Mannheim;21;4515
2201;2016;0000;Stadt;Mannheim;25;5142
2212;2016;0000;Stadt;Mannheim;36;4742
2215;2016;0000;Stadt;Mannheim;39;4065
2218;2016;0000;Stadt;Mannheim;42;4100
2219;2016;0000;Stadt;Mannheim;43;3963
2237;2016;0000;Stadt;Mannheim;61;3543
2241;2016;0000;Stadt;Mannheim;65;3156
2245;2016;0000;Stadt;Mannheim;69;2957
2247;2016;0000;Stadt;Mannheim;71;2199
2248;2016;0000;Stadt;Mannheim;72;2758
2250;2016;0000;Stadt;Mannheim;74;2488
2252;2016;0000;Stadt;Mannheim;76;3027
2254;2016;0000;Stadt;Mannheim;78;2657
2255;2016;0000;Stadt;Mannheim;79;2387
2257;2016;0000;Stadt;Mannheim;81;2141
2258;2016;0000;Stadt;Mannheim;82;1829
2259;2016;0000;Stadt;Mannheim;83;1434
2260;2016;0000;Stadt;Mannheim;84;1370
2262;2016;0000;Stadt;Mannheim;90+;2842
2271;2016;0010;Stadtteil;Innenstadt/Jungbusch;8;172
2272;2016;0010;Stadtteil;Innenstadt/Jungbusch;9;168
2275;2016;0010;Stadtteil;Innenstadt/Jungbusch;12;147
2277;2016;0010;Stadtteil;Innenstadt/Jungbusch;14;169
2278;2016;0010;Stadtteil;Innenstadt/Jungbusch;15;160
2283;2016;0010;Stadtteil;Innenstadt/Jungbusch;20;700
2284;2016;0010;Stadtteil;Innenstadt/Jungbusch;21;804
2285;2016;0010;Stadtteil;Innenstadt/Jungbusch;22;893
2290;2016;0010;Stadtteil;Innenstadt/Jungbusch;27;775
2291;2016;0010;Stadtteil;Innenstadt/Jungbusch;28;849
2292;2016;0010;Stadtteil;Innenstadt/Jungbusch;29;703
2302;2016;0010;Stadtteil;Innenstadt/Jungbusch;39;451
2305;2016;0010;Stadtteil;Innenstadt/Jungbusch;42;414
2314;2016;0010;Stadtteil;Innenstadt/Jungbusch;51;397
2315;2016;0010;Stadtteil;Innenstadt/Jungbusch;52;353
2316;2016;0010;Stadtteil;Innenstadt/Jungbusch;53;371
2318;2016;0010;Stadtteil;Innenstadt/Jungbusch;55;322
2320;2016;0010;Stadtteil;Innenstadt/Jungbusch;57;283
2321;2016;0010;Stadtteil;Innenstadt/Jungbusch;58;256
2322;2016;0010;Stadtteil;Innenstadt/Jungbusch;59;261
2328;2016;0010;Stadtteil;Innenstadt/Jungbusch;65;197
2329;2016;0010;Stadtteil;Innenstadt/Jungbusch;66;212
2338;2016;0010;Stadtteil;Innenstadt/Jungbusch;75;173
2345;2016;0010;Stadtteil;Innenstadt/Jungbusch;82;103
2346;2016;0010;Stadtteil;Innenstadt/Jungbusch;83;98
2348;2016;0010;Stadtteil;Innenstadt/Jungbusch;85-89;274
2349;2016;0010;Stadtteil;Innenstadt/Jungbusch;90+;135
2352;2016;0020;Stadtteil;Neckarstadt-West;2;202
2353;2016;0020;Stadtteil;Neckarstadt-West;3;187
2354;2016;0020;Stadtteil;Neckarstadt-West;4;170
2355;2016;0020;Stadtteil;Neckarstadt-West;5;184
2362;2016;0020;Stadtteil;Neckarstadt-West;12;196
2364;2016;0020;Stadtteil;Neckarstadt-West;14;165
2367;2016;0020;Stadtteil;Neckarstadt-West;17;186
2371;2016;0020;Stadtteil;Neckarstadt-West;21;382
2372;2016;0020;Stadtteil;Neckarstadt-West;22;396
2373;2016;0020;Stadtteil;Neckarstadt-West;23;398
2377;2016;0020;Stadtteil;Neckarstadt-West;27;472
2382;2016;0020;Stadtteil;Neckarstadt-West;32;383
2383;2016;0020;Stadtteil;Neckarstadt-West;33;389
2384;2016;0020;Stadtteil;Neckarstadt-West;34;418
2386;2016;0020;Stadtteil;Neckarstadt-West;36;361
2387;2016;0020;Stadtteil;Neckarstadt-West;37;378
2388;2016;0020;Stadtteil;Neckarstadt-West;38;310
2393;2016;0020;Stadtteil;Neckarstadt-West;43;286
2398;2016;0020;Stadtteil;Neckarstadt-West;48;286
533;2017;0050;Stadtteil;Lindenhof;10;76
540;2017;0050;Stadtteil;Lindenhof;17;70
541;2017;0050;Stadtteil;Lindenhof;18;85
544;2017;0050;Stadtteil;Lindenhof;21;113
548;2017;0050;Stadtteil;Lindenhof;25;246
553;2017;0050;Stadtteil;Lindenhof;30;319
557;2017;0050;Stadtteil;Lindenhof;34;257
559;2017;0050;Stadtteil;Lindenhof;36;281
560;2017;0050;Stadtteil;Lindenhof;37;261
562;2017;0050;Stadtteil;Lindenhof;39;222
567;2017;0050;Stadtteil;Lindenhof;44;156
577;2017;0050;Stadtteil;Lindenhof;54;168
580;2017;0050;Stadtteil;Lindenhof;57;141
581;2017;0050;Stadtteil;Lindenhof;58;145
582;2017;0050;Stadtteil;Lindenhof;59;124
583;2017;0050;Stadtteil;Lindenhof;60;121
586;2017;0050;Stadtteil;Lindenhof;63;113
588;2017;0050;Stadtteil;Lindenhof;65;112
592;2017;0050;Stadtteil;Lindenhof;69;114
593;2017;0050;Stadtteil;Lindenhof;70;90
594;2017;0050;Stadtteil;Lindenhof;71;100
595;2017;0050;Stadtteil;Lindenhof;72;90
598;2017;0050;Stadtteil;Lindenhof;75;104
599;2017;0050;Stadtteil;Lindenhof;76;151
603;2017;0050;Stadtteil;Lindenhof;80;124
606;2017;0050;Stadtteil;Lindenhof;83;78
610;2017;0060;Stadtteil;Sandhofen;0;120
611;2017;0060;Stadtteil;Sandhofen;1;135
616;2017;0060;Stadtteil;Sandhofen;6;98
617;2017;0060;Stadtteil;Sandhofen;7;113
620;2017;0060;Stadtteil;Sandhofen;10;118
623;2017;0060;Stadtteil;Sandhofen;13;99
630;2017;0060;Stadtteil;Sandhofen;20;125
638;2017;0060;Stadtteil;Sandhofen;28;184
641;2017;0060;Stadtteil;Sandhofen;31;157
647;2017;0060;Stadtteil;Sandhofen;37;192
651;2017;0060;Stadtteil;Sandhofen;41;168
655;2017;0060;Stadtteil;Sandhofen;45;171
656;2017;0060;Stadtteil;Sandhofen;46;201
657;2017;0060;Stadtteil;Sandhofen;47;210
660;2017;0060;Stadtteil;Sandhofen;50;236
675;2017;0060;Stadtteil;Sandhofen;65;164
686;2017;0060;Stadtteil;Sandhofen;76;136
687;2017;0060;Stadtteil;Sandhofen;77;147
690;2017;0060;Stadtteil;Sandhofen;80;113
692;2017;0060;Stadtteil;Sandhofen;82;118
698;2017;0070;Stadtteil;Schönau;1;131
701;2017;0070;Stadtteil;Schönau;4;130
703;2017;0070;Stadtteil;Schönau;6;125
705;2017;0070;Stadtteil;Schönau;8;126
706;2017;0070;Stadtteil;Schönau;9;125
707;2017;0070;Stadtteil;Schönau;10;143
710;2017;0070;Stadtteil;Schönau;13;119
713;2017;0070;Stadtteil;Schönau;16;127
714;2017;0070;Stadtteil;Schönau;17;122
715;2017;0070;Stadtteil;Schönau;18;146
716;2017;0070;Stadtteil;Schönau;19;161
718;2017;0070;Stadtteil;Schönau;21;168
719;2017;0070;Stadtteil;Schönau;22;152
720;2017;0070;Stadtteil;Schönau;23;176
726;2017;0070;Stadtteil;Schönau;29;160
728;2017;0070;Stadtteil;Schönau;31;167
730;2017;0070;Stadtteil;Schönau;33;153
737;2017;0070;Stadtteil;Schönau;40;150
739;2017;0070;Stadtteil;Schönau;42;145
741;2017;0070;Stadtteil;Schönau;44;166
744;2017;0070;Stadtteil;Schönau;47;190
746;2017;0070;Stadtteil;Schönau;49;224
750;2017;0070;Stadtteil;Schönau;53;234
751;2017;0070;Stadtteil;Schönau;54;242
757;2017;0070;Stadtteil;Schönau;60;169
759;2017;0070;Stadtteil;Schönau;62;161
764;2017;0070;Stadtteil;Schönau;67;135
768;2017;0070;Stadtteil;Schönau;71;100
770;2017;0070;Stadtteil;Schönau;73;102
772;2017;0070;Stadtteil;Schönau;75;89
780;2017;0070;Stadtteil;Schönau;83;59
785;2017;0081;Stadtteil;Waldhof;1;139
786;2017;0081;Stadtteil;Waldhof;2;116
787;2017;0081;Stadtteil;Waldhof;3;131
790;2017;0081;Stadtteil;Waldhof;6;130
795;2017;0081;Stadtteil;Waldhof;11;109
796;2017;0081;Stadtteil;Waldhof;12;107
797;2017;0081;Stadtteil;Waldhof;13;104
799;2017;0081;Stadtteil;Waldhof;15;101
808;2017;0081;Stadtteil;Waldhof;24;153
811;2017;0081;Stadtteil;Waldhof;27;194
812;2017;0081;Stadtteil;Waldhof;28;165
813;2017;0081;Stadtteil;Waldhof;29;188
816;2017;0081;Stadtteil;Waldhof;32;174
821;2017;0081;Stadtteil;Waldhof;37;162
822;2017;0081;Stadtteil;Waldhof;38;157
826;2017;0081;Stadtteil;Waldhof;42;146
828;2017;0081;Stadtteil;Waldhof;44;137
839;2017;0081;Stadtteil;Waldhof;55;136
841;2017;0081;Stadtteil;Waldhof;57;142
844;2017;0081;Stadtteil;Waldhof;60;114
845;2017;0081;Stadtteil;Waldhof;61;135
846;2017;0081;Stadtteil;Waldhof;62;100
855;2017;0081;Stadtteil;Waldhof;71;101
2122;2017;0170;Stadtteil;Rheinau;33;321
2125;2017;0170;Stadtteil;Rheinau;36;378
2129;2017;0170;Stadtteil;Rheinau;40;313
2130;2017;0170;Stadtteil;Rheinau;41;317
2146;2017;0170;Stadtteil;Rheinau;57;387
2148;2017;0170;Stadtteil;Rheinau;59;376
2151;2017;0170;Stadtteil;Rheinau;62;373
2153;2017;0170;Stadtteil;Rheinau;64;321
2155;2017;0170;Stadtteil;Rheinau;66;288
2156;2017;0170;Stadtteil;Rheinau;67;268
2157;2017;0170;Stadtteil;Rheinau;68;287
2163;2017;0170;Stadtteil;Rheinau;74;204
2164;2017;0170;Stadtteil;Rheinau;75;201
2165;2017;0170;Stadtteil;Rheinau;76;279
2169;2017;0170;Stadtteil;Rheinau;80;181
2173;2017;0170;Stadtteil;Rheinau;84;122
2174;2017;0170;Stadtteil;Rheinau;85-89;481
2175;2017;0170;Stadtteil;Rheinau;90+;240
2176;2016;0000;Stadt;Mannheim;0;3187
2181;2016;0000;Stadt;Mannheim;5;2493
2187;2016;0000;Stadt;Mannheim;11;2481
2188;2016;0000;Stadt;Mannheim;12;2510
2194;2016;0000;Stadt;Mannheim;18;3207
2198;2016;0000;Stadt;Mannheim;22;4697
2200;2016;0000;Stadt;Mannheim;24;5028
2204;2016;0000;Stadt;Mannheim;28;5457
2206;2016;0000;Stadt;Mannheim;30;5095
2207;2016;0000;Stadt;Mannheim;31;4914
2208;2016;0000;Stadt;Mannheim;32;4874
2213;2016;0000;Stadt;Mannheim;37;4406
2216;2016;0000;Stadt;Mannheim;40;4061
2220;2016;0000;Stadt;Mannheim;44;4092
2222;2016;0000;Stadt;Mannheim;46;4363
2224;2016;0000;Stadt;Mannheim;48;4855
2228;2016;0000;Stadt;Mannheim;52;4952
2231;2016;0000;Stadt;Mannheim;55;4494
2233;2016;0000;Stadt;Mannheim;57;4042
2234;2016;0000;Stadt;Mannheim;58;3907
2236;2016;0000;Stadt;Mannheim;60;3788
2244;2016;0000;Stadt;Mannheim;68;3048
2261;2016;0000;Stadt;Mannheim;85-89;5266
2263;2016;0010;Stadtteil;Innenstadt/Jungbusch;0;225
2265;2016;0010;Stadtteil;Innenstadt/Jungbusch;2;218
2266;2016;0010;Stadtteil;Innenstadt/Jungbusch;3;217
2268;2016;0010;Stadtteil;Innenstadt/Jungbusch;5;169
2269;2016;0010;Stadtteil;Innenstadt/Jungbusch;6;160
2274;2016;0010;Stadtteil;Innenstadt/Jungbusch;11;166
2276;2016;0010;Stadtteil;Innenstadt/Jungbusch;13;182
2280;2016;0010;Stadtteil;Innenstadt/Jungbusch;17;187
2281;2016;0010;Stadtteil;Innenstadt/Jungbusch;18;267
2282;2016;0010;Stadtteil;Innenstadt/Jungbusch;19;481
2288;2016;0010;Stadtteil;Innenstadt/Jungbusch;25;898
2296;2016;0010;Stadtteil;Innenstadt/Jungbusch;33;585
2297;2016;0010;Stadtteil;Innenstadt/Jungbusch;34;557
2298;2016;0010;Stadtteil;Innenstadt/Jungbusch;35;545
2299;2016;0010;Stadtteil;Innenstadt/Jungbusch;36;512
2300;2016;0010;Stadtteil;Innenstadt/Jungbusch;37;443
2303;2016;0010;Stadtteil;Innenstadt/Jungbusch;40;403
2307;2016;0010;Stadtteil;Innenstadt/Jungbusch;44;369
